Num,Num_Back,Num_SQ,NUM_BACK_SQ
713,2020012,2100202,4080448480144,4410848440804
714,2020021,1200202,4080484840441,1440484840804
715,2020022,2200202,4080488880484,4840888840804
716,2020101,1010202,4080808050201,1020508080804
717,2020111,1110202,4080848452321,1232548480804
718,2020121,1210202,4080888854641,1464588880804
719,2021001,1001202,4084445042001,1002405444804
720,2021002,2001202,4084449084004,4004809444804
721,2021011,1101202,4084485462121,1212645844804
722,2021101,1011202,4084849252201,1022529484804
723,2021111,1111202,4084889674321,1234769884804
724,2022001,1002202,4088488044001,1004408848804
725,2100001,1000012,4410004200001,1000024000144
726,2100002,2000012,4410008400004,4000048000144
727,2100011,1100012,4410046200121,1210026400144
728,2100021,1200012,4410088200441,1440028800144
729,2100101,1010012,4410424210201,1020124240144
730,2100102,2010012,4410428410404,4040148240144
731,2100111,1110012,4410466212321,1232126640144
732,2100201,1020012,4410844240401,1040424480144
733,2100202,2020012,4410848440804,4080448480144
734,2100211,1120012,4410886244521,1254426880144
735,2101001,1001012,4414205202001,1002025024144
736,2101002,2001012,4414209404004,4004049024144
737,2101011,1101012,4414247222121,1212227424144
738,2101021,1201012,4414289242441,1442429824144
739,2101101,1011012,4414625412201,1022145264144
740,2101102,2011012,4414629614404,4044169264144
741,2101111,1111012,4414667434321,1234347664144
742,2102001,1002012,4418408204001,1004028048144
743,2102101,1012012,4418828614201,1024168288144
744,2110001,1000112,4452104220001,1000224012544
745,2110002,2000112,4452108440004,4000448012544
746,2110011,1100112,4452146420121,1210246412544
747,2110021,1200112,4452188620441,1440268812544
748,2110101,1010112,4452526230201,1020326252544
749,2110111,1110112,4452568432321,1232348652544
750,2110201,1020112,4452948260401,1040628492544
751,2111001,1001112,4456325222001,1002225236544
752,2111002,2001112,4456329444004,4004449236544
753,2111011,1101112,4456367442121,1212447636544
754,2111101,1011112,4456747432201,1022347476544
755,2111111,1111112,4456789654321,1234569876544
756,2120001,1000212,4494404240001,1000424044944
757,2120002,2000212,4494408480004,4000848044944
758,2120011,1100212,4494446640121,1210466444944
759,2120101,1010212,4494828250201,1020528284944
760,2121001,1001212,4498645242001,1002425468944
761,2121002,2001212,4498649484004,4004849468944
762,2121011,1101212,4498687662121,1212667868944
763,2200001,1000022,4840004400001,1000044000484
764,2200002,2000022,4840008800004,4000088000484
765,2200011,1100022,4840048400121,1210048400484
766,2200101,1010022,4840444410201,1020144440484
767,2200102,2010022,4840448810404,4040188440484
768,2200111,1110022,4840488412321,1232148840484
769,2200201,1020022,4840884440401,1040444880484
770,2200202,2020022,4840888840804,4080488880484
771,2201001,1001022,4844405402001,1002045044484
772,2201002,2001022,4844409804004,4004089044484
773,2201011,1101022,4844449422121,1212249444484
774,2201101,1011022,4844845612201,1022165484484
775,2201111,1111022,4844889634321,1234369884484
776,2202001,1002022,4848808404001,1004048088484
777,2210001,1000122,4884104420001,1000244014884
778,2210002,2000122,4884108840004,4000488014884
779,2210011,1100122,4884148620121,1210268414884
780,2210101,1010122,4884546430201,1020346454884
781,2210201,1020122,4884988460401,1040648894884
782,2211001,1001122,4888525422001,1002245258884
783,2211002,2001122,4888529844004,4004489258884
784,2211011,1101122,4888569642121,1212469658884
785,2211101,1011122,4888967632201,1022367698884
786,3000001,1000003,9000006000001,1000006000009
787,3000011,1100003,9000066000121,1210006600009
788,3000101,1010003,9000606010201,1020106060009
789,3000111,1110003,9000666012321,1232106660009
790,3001001,1001003,9006007002001,1002007006009
791,3001011,1101003,9006067022121,1212207606009
792,3001101,1011003,9006607212201,1022127066009
793,3001111,1111003,9006667234321,1234327666009
794,3010001,1000103,9060106020001,1000206010609
795,3010011,1100103,9060166220121,1210226610609
796,3010101,1010103,9060708030201,1020308070609
797,3010111,1110103,9060768232321,1232328670609
798,3011001,1001103,9066127022001,1002207216609
799,3011011,1101103,9066187242121,1212427816609
800,3011101,1011103,9066729232201,1022329276609
801,3011111,1111103,9066789454321,1234549876609
802,3100001,1000013,9610006200001,1000026000169
803,3100011,1100013,9610068200121,1210028600169
804,3100101,1010013,9610626210201,1020126260169
805,3100111,1110013,9610688212321,1232128860169
806,3101001,1001013,9616207202001,1002027026169
807,3101011,1101013,9616269222121,1212229626169
808,3101101,1011013,9616827412201,1022147286169
809,3101111,1111013,9616889434321,1234349886169
810,3110001,1000113,9672106220001,1000226012769
811,3110011,1100113,9672168420121,1210248612769
812,3110101,1010113,9672728230201,1020328272769
813,3111001,1001113,9678327222001,1002227238769
814,3111011,1101113,9678389442121,1212449838769
815,3111101,1011113,9678949432201,1022349498769
816,10000001,10000001,100000020000001,100000020000001
817,10000002,20000001,100000040000004,400000040000001
818,10000003,30000001,100000060000009,900000060000001
819,10000011,11000001,100000220000121,121000022000001
820,10000012,21000001,100000240000144,441000042000001
821,10000013,31000001,100000260000169,961000062000001
822,10000021,12000001,100000420000441,144000024000001
823,10000022,22000001,100000440000484,484000044000001
824,10000031,13000001,100000620000961,169000026000001
825,10000101,10100001,100002020010201,102010020200001
826,10000102,20100001,100002040010404,404010040200001
827,10000103,30100001,100002060010609,906010060200001
828,10000111,11100001,100002220012321,123210022200001
829,10000112,21100001,100002240012544,445210042200001
830,10000113,31100001,100002260012769,967210062200001
831,10000121,12100001,100002420014641,146410024200001
832,10000122,22100001,100002440014884,488410044200001
833,10000201,10200001,100004020040401,104040020400001
834,10000202,20200001,100004040040804,408040040400001
835,10000211,11200001,100004220044521,125440022400001
836,10000212,21200001,100004240044944,449440042400001
837,10000221,12200001,100004420048841,148840024400001
838,10000301,10300001,100006020090601,106090020600001
839,10000311,11300001,100006220096721,127690022600001
840,10001001,10010001,100020021002001,100200120020001
841,10001002,20010001,100020041004004,400400140020001
842,10001003,30010001,100020061006009,900600160020001
843,10001011,11010001,100020221022121,121220122020001
844,10001012,21010001,100020241024144,441420142020001
845,10001013,31010001,100020261026169,961620162020001
846,10001021,12010001,100020421042441,144240124020001
847,10001022,22010001,100020441044484,484440144020001
848,10001031,13010001,100020621062961,169260126020001
849,10001101,10110001,100022021212201,102212120220001
850,10001102,20110001,100022041214404,404412140220001
851,10001103,30110001,100022061216609,906612160220001
852,10001111,11110001,100022221234321,123432122220001
853,10001112,21110001,100022241236544,445632142220001
854,10001113,31110001,100022261238769,967832162220001
855,10001121,12110001,100022421256641,146652124220001
856,10001122,22110001,100022441258884,488852144220001
857,10001201,10210001,100024021442401,104244120420001
858,10001202,20210001,100024041444804,408444140420001
859,10001211,11210001,100024221466521,125664122420001
860,10001212,21210001,100024241468944,449864142420001
861,10001301,10310001,100026021692601,106296120620001
862,10002001,10020001,100040024004001,100400420040001
863,10002002,20020001,100040044008004,400800440040001
864,10002011,11020001,100040224044121,121440422040001
865,10002012,21020001,100040244048144,441840442040001
866,10002021,12020001,100040424084441,144480424040001
867,10002022,22020001,100040444088484,484880444040001
868,10002101,10120001,100042024414201,102414420240001
869,10002102,20120001,100042044418404,404814440240001
870,10002111,11120001,100042224456321,123654422240001
871,10002121,12120001,100042424498641,146894424240001
872,10002201,10220001,100044024844401,104448420440001
873,10002202,20220001,100044044848804,408848440440001
874,10002211,11220001,100044224888521,125888422440001
875,10003001,10030001,100060029006001,100600920060001
876,10003011,11030001,100060229066121,121660922060001
877,10003101,10130001,100062029616201,102616920260001
878,10003111,11130001,100062229678321,123876922260001
879,10010001,10001001,100200120020001,100020021002001
880,10010002,20001001,100200140040004,400040041002001
881,10010003,30001001,100200160060009,900060061002001
882,10010011,11001001,100200320220121,121022023002001
883,10010012,21001001,100200340240144,441042043002001
884,10010013,31001001,100200360260169,961062063002001
885,10010021,12001001,100200520420441,144024025002001
886,10010022,22001001,100200540440484,484044045002001
887,10010031,13001001,100200720620961,169026027002001
888,10010101,10101001,100202122030201,102030221202001
889,10010102,20101001,100202142050404,404050241202001
890,10010103,30101001,100202162070609,906070261202001
891,10010111,11101001,100202322232321,123232223202001
892,10010112,21101001,100202342252544,445252243202001
893,10010113,31101001,100202362272769,967272263202001
894,10010121,12101001,100202522434641,146434225202001
895,10010122,22101001,100202542454884,488454245202001
896,10010201,10201001,100204124060401,104060421402001
897,10010202,20201001,100204144080804,408080441402001
898,10010211,11201001,100204324264521,125462423402001
899,10010212,21201001,100204344284944,449482443402001
900,10010221,12201001,100204524468841,148864425402001
901,10011001,10011001,100220141022001,100220141022001
902,10011002,20011001,100220161044004,400440161022001
903,10011003,30011001,100220181066009,900660181022001
904,10011011,11011001,100220341242121,121242143022001
905,10011012,21011001,100220361264144,441462163022001
906,10011013,31011001,100220381286169,961682183022001
907,10011021,12011001,100220541462441,144264145022001
908,10011022,22011001,100220561484484,484484165022001
909,10011031,13011001,100220741682961,169286147022001
910,10011101,10111001,100222143232201,102232341222001
911,10011102,20111001,100222163254404,404452361222001
912,10011103,30111001,100222183276609,906672381222001
913,10011111,11111001,100222343454321,123454343222001
914,10011112,21111001,100222363476544,445674363222001
915,10011113,31111001,100222383498769,967894383222001
916,10011121,12111001,100222543676641,146676345222001
917,10011122,22111001,100222563698884,488896365222001
918,10011201,10211001,100224145462401,104264541422001
919,10011202,20211001,100224165484804,408484561422001
920,10011211,11211001,100224345686521,125686543422001
921,10012001,10021001,100240164024001,100420461042001
922,10012002,20021001,100240184048004,400840481042001
923,10012011,11021001,100240364264121,121462463042001
924,10012012,21021001,100240384288144,441882483042001
925,10012101,10121001,100242166434201,102434661242001
926,10012102,20121001,100242186458404,404854681242001
927,10012111,11121001,100242366676321,123676663242001
928,10012201,10221001,100244168864401,104468861442001
929,10012202,20221001,100244188888804,408888881442001
930,10013001,10031001,100260189026001,100620981062001
931,10013011,11031001,100260389286121,121682983062001
932,10020001,10002001,100400420040001,100040024004001
933,10020002,20002001,100400440080004,400080044004001
934,10020011,11002001,100400620440121,121044026004001
935,10020012,21002001,100400640480144,441084046004001
936,10020021,12002001,100400820840441,144048028004001
937,10020022,22002001,100400840880484,484088048004001
938,10020101,10102001,100402424050201,102050424204001
939,10020102,20102001,100402444090404,404090444204001
940,10020111,11102001,100402624452321,123254426204001
941,10020112,21102001,100402644492544,445294446204001
942,10020121,12102001,100402824854641,146458428204001
943,10020122,22102001,100402844894884,488498448204001
944,10020201,10202001,100404428080401,104080824404001
945,10020211,11202001,100404628484521,125484826404001
946,10020221,12202001,100404828888841,148888828404001
947,10021001,10012001,100420461042001,100240164024001
948,10021002,20012001,100420481084004,400480184024001
949,10021011,11012001,100420661462121,121264166024001
950,10021021,12012001,100420861882441,144288168024001
951,10021101,10112001,100422465252201,102252564224001
952,10021102,20112001,100422485294404,404492584224001
953,10021111,11112001,100422665674321,123476566224001
954,10021201,10212001,100424469482401,104284964424001
955,10030001,10003001,100600920060001,100060029006001
956,10030101,10103001,100602926070201,102070629206001
957,10031001,10013001,100620981062001,100260189026001
958,10031101,10113001,100622987272201,102272789226001
959,10100001,10000101,102010020200001,100002020010201
960,10100002,20000101,102010040400004,400004040010201
961,10100003,30000101,102010060600009,900006060010201
962,10100011,11000101,102010222200121,121002222010201
963,10100012,21000101,102010242400144,441004242010201
964,10100013,31000101,102010262600169,961006262010201
965,10100021,12000101,102010424200441,144002424010201
966,10100022,22000101,102010444400484,484004444010201
967,10100031,13000101,102010626200961,169002626010201
968,10100101,10100101,102012040210201,102012040210201
969,10100102,20100101,102012060410404,404014060210201
970,10100103,30100101,102012080610609,906016080210201
971,10100111,11100101,102012242212321,123212242210201
972,10100112,21100101,102012262412544,445214262210201
973,10100113,31100101,102012282612769,967216282210201
974,10100121,12100101,102012444214641,146412444210201
975,10100122,22100101,102012464414884,488414464210201
976,10100201,10200101,102014060240401,104042060410201
977,10100202,20200101,102014080440804,408044080410201
978,10100211,11200101,102014262244521,125442262410201
979,10100212,21200101,102014282444944,449444282410201
980,10100221,12200101,102014464248841,148842464410201
981,10100301,10300101,102016080290601,106092080610201
982,10100311,11300101,102016282296721,127692282610201
983,10101001,10010101,102030221202001,100202122030201
984,10101002,20010101,102030241404004,400404142030201
985,10101003,30010101,102030261606009,900606162030201
986,10101011,11010101,102030423222121,121222324030201
987,10101012,21010101,102030443424144,441424344030201
988,10101013,31010101,102030463626169,961626364030201
989,10101021,12010101,102030625242441,144242526030201
990,10101022,22010101,102030645444484,484444546030201
991,10101031,13010101,102030827262961,169262728030201
992,10101101,10110101,102032241412201,102214142230201
993,10101102,20110101,102032261614404,404416162230201
994,10101103,30110101,102032281816609,906618182230201
995,10101111,11110101,102032443434321,123434344230201
996,10101112,21110101,102032463636544,445636364230201
997,10101113,31110101,102032483838769,967838384230201
998,10101121,12110101,102032645456641,146654546230201
999,10101122,22110101,102032665658884,488856566230201
1000,10101201,10210101,102034261642401,104246162430201
1001,10101202,20210101,102034281844804,408448182430201
1002,10101211,11210101,102034463666521,125666364430201
1003,10101212,21210101,102034483868944,449868384430201
1004,10101301,10310101,102036281892601,106298182630201
1005,10102001,10020101,102050424204001,100402424050201
1006,10102002,20020101,102050444408004,400804444050201
1007,10102011,11020101,102050626244121,121442626050201
1008,10102012,21020101,102050646448144,441844646050201
1009,10102021,12020101,102050828284441,144482828050201
1010,10102022,22020101,102050848488484,484884848050201
1011,10102101,10120101,102052444614201,102416444250201
1012,10102102,20120101,102052464818404,404818464250201
1013,10102111,11120101,102052646656321,123656646250201
1014,10102121,12120101,102052848698641,146896848250201
1015,10103001,10030101,102070629206001,100602926070201
1016,10103101,10130101,102072649816201,102618946270201
1017,10110001,10001101,102212120220001,100022021212201
1018,10110002,20001101,102212140440004,400044041212201
1019,10110003,30001101,102212160660009,900066061212201
1020,10110011,11001101,102212322420121,121024223212201
1021,10110012,21001101,102212342640144,441046243212201
1022,10110013,31001101,102212362860169,961068263212201
1023,10110021,12001101,102212524620441,144026425212201
1024,10110022,22001101,102212544840484,484048445212201
1025,10110031,13001101,102212726820961,169028627212201
1026,10110101,10101101,102214142230201,102032241412201
1027,10110102,20101101,102214162450404,404054261412201
1028,10110103,30101101,102214182670609,906076281412201
1029,10110111,11101101,102214344432321,123234443412201
1030,10110112,21101101,102214364652544,445256463412201
1031,10110113,31101101,102214384872769,967278483412201
1032,10110121,12101101,102214546634641,146436645412201
1033,10110122,22101101,102214566854884,488458665412201
1034,10110201,10201101,102216164260401,104062461612201
1035,10110202,20201101,102216184480804,408084481612201
1036,10110211,11201101,102216366464521,125464663612201
1037,10110212,21201101,102216386684944,449486683612201
1038,10110221,12201101,102216568668841,148866865612201
1039,10111001,10011101,102232341222001,100222143232201
1040,10111002,20011101,102232361444004,400444163232201
1041,10111003,30011101,102232381666009,900666183232201
1042,10111011,11011101,102232543442121,121244345232201
1043,10111012,21011101,102232563664144,441466365232201
1044,10111013,31011101,102232583886169,961688385232201
1045,10111021,12011101,102232745662441,144266547232201
1046,10111022,22011101,102232765884484,484488567232201
1047,10111031,13011101,102232947882961,169288749232201
1048,10111101,10111101,102234363432201,102234363432201
1049,10111102,20111101,102234383654404,404456383432201
1050,10111111,11111101,102234565654321,123456565432201
1051,10111112,21111101,102234585876544,445678585432201
1052,10111121,12111101,102234767876641,146678767432201
1053,10111201,10211101,102236385662401,104266583632201
1054,10111211,11211101,102236587886521,125688785632201
1055,10112001,10021101,102252564224001,100422465252201
1056,10112002,20021101,102252584448004,400844485252201
1057,10112011,11021101,102252766464121,121464667252201
1058,10112012,21021101,102252786688144,441886687252201
1059,10112101,10121101,102254586634201,102436685452201
1060,10112111,11121101,102254788876321,123678887452201
1061,10113001,10031101,102272789226001,100622987272201
1062,10120001,10002101,102414420240001,100042024414201
1063,10120002,20002101,102414440480004,400084044414201
1064,10120011,11002101,102414622640121,121046226414201
1065,10120012,21002101,102414642880144,441088246414201
1066,10120101,10102101,102416444250201,102052444614201
1067,10120102,20102101,102416464490404,404094464614201
1068,10120111,11102101,102416646652321,123256646614201
1069,10120112,21102101,102416666892544,445298666614201
1070,10120201,10202101,102418468280401,104082864814201
1071,10121001,10012101,102434661242001,100242166434201
1072,10121002,20012101,102434681484004,400484186434201
1073,10121011,11012101,102434863662121,121266368434201
1074,10121101,10112101,102436685452201,102254586634201
1075,10121111,11112101,102436887874321,123478788634201
1076,10130001,10003101,102616920260001,100062029616201
1077,10130101,10103101,102618946270201,102072649816201
1078,10200001,10000201,104040020400001,100004020040401
1079,10200002,20000201,104040040800004,400008040040401
1080,10200011,11000201,104040224400121,121004422040401
1081,10200012,21000201,104040244800144,441008442040401
1082,10200021,12000201,104040428400441,144004824040401
1083,10200022,22000201,104040448800484,484008844040401
1084,10200101,10100201,104042060410201,102014060240401
1085,10200102,20100201,104042080810404,404018080240401
1086,10200111,11100201,104042264412321,123214462240401
1087,10200112,21100201,104042284812544,445218482240401
1088,10200121,12100201,104042468414641,146414864240401
1089,10200122,22100201,104042488814884,488418884240401
1090,10201001,10010201,104060421402001,100204124060401
1091,10201002,20010201,104060441804004,400408144060401
1092,10201011,11010201,104060625422121,121224526060401
1093,10201012,21010201,104060645824144,441428546060401
1094,10201021,12010201,104060829442441,144244928060401
1095,10201022,22010201,104060849844484,484448948060401
1096,10201101,10110201,104062461612201,102216164260401
1097,10201111,11110201,104062665634321,123436566260401
1098,10201121,12110201,104062869656641,146656968260401
1099,10202001,10020201,104080824404001,100404428080401
1100,10202002,20020201,104080844808004,400808448080401
1101,10202101,10120201,104082864814201,102418468280401
1102,10210001,10001201,104244120420001,100024021442401
1103,10210002,20001201,104244140840004,400048041442401
1104,10210011,11001201,104244324620121,121026423442401
1105,10210021,12001201,104244528820441,144028825442401
1106,10210101,10101201,104246162430201,102034261642401
1107,10210102,20101201,104246182850404,404058281642401
1108,10210111,11101201,104246366632321,123236663642401
1109,10211001,10011201,104264541422001,100224145462401
1110,10211002,20011201,104264561844004,400448165462401
1111,10211011,11011201,104264745642121,121246547462401
1112,10211021,12011201,104264949862441,144268949462401
1113,10211101,10111201,104266583632201,102236385662401
1114,10211111,11111201,104266787854321,123458787662401
1115,10212001,10021201,104284964424001,100424469482401
1116,10212002,20021201,104284984848004,400848489482401
1117,10220001,10002201,104448420440001,100044024844401
1118,10220002,20002201,104448440880004,400088044844401
1119,10220011,11002201,104448624840121,121048426844401
1120,10221001,10012201,104468861442001,100244168864401
1121,10221002,20012201,104468881884004,400488188864401
1122,10300001,10000301,106090020600001,100006020090601
1123,10300011,11000301,106090226600121,121006622090601
1124,10300101,10100301,106092080610201,102016080290601
1125,10300111,11100301,106092286612321,123216682290601
1126,10310001,10001301,106296120620001,100026021692601
1127,10310011,11001301,106296326820121,121028623692601
1128,10310101,10101301,106298182630201,102036281892601
1129,10310111,11101301,106298388832321,123238883892601
1130,11000001,10000011,121000022000001,100000220000121
1131,11000002,20000011,121000044000004,400000440000121
1132,11000003,30000011,121000066000009,900000660000121
1133,11000011,11000011,121000242000121,121000242000121
1134,11000012,21000011,121000264000144,441000462000121
1135,11000013,31000011,121000286000169,961000682000121
1136,11000021,12000011,121000462000441,144000264000121
1137,11000022,22000011,121000484000484,484000484000121
1138,11000031,13000011,121000682000961,169000286000121
1139,11000101,10100011,121002222010201,102010222200121
1140,11000102,20100011,121002244010404,404010442200121
1141,11000103,30100011,121002266010609,906010662200121
1142,11000111,11100011,121002442012321,123210244200121
1143,11000112,21100011,121002464012544,445210464200121
1144,11000113,31100011,121002486012769,967210684200121
1145,11000121,12100011,121002662014641,146410266200121
1146,11000122,22100011,121002684014884,488410486200121
1147,11000201,10200011,121004422040401,104040224400121
1148,11000202,20200011,121004444040804,408040444400121
1149,11000211,11200011,121004642044521,125440246400121
1150,11000212,21200011,121004664044944,449440466400121
1151,11000221,12200011,121004862048841,148840268400121
1152,11000301,10300011,121006622090601,106090226600121
1153,11000311,11300011,121006842096721,127690248600121
1154,11001001,10010011,121022023002001,100200320220121
1155,11001002,20010011,121022045004004,400400540220121
1156,11001003,30010011,121022067006009,900600760220121
1157,11001011,11010011,121022243022121,121220342220121
1158,11001012,21010011,121022265024144,441420562220121
1159,11001013,31010011,121022287026169,961620782220121
1160,11001021,12010011,121022463042441,144240364220121
1161,11001022,22010011,121022485044484,484440584220121
1162,11001031,13010011,121022683062961,169260386220121
1163,11001101,10110011,121024223212201,102212322420121
1164,11001102,20110011,121024245214404,404412542420121
1165,11001103,30110011,121024267216609,906612762420121
1166,11001111,11110011,121024443234321,123432344420121
1167,11001112,21110011,121024465236544,445632564420121
1168,11001113,31110011,121024487238769,967832784420121
1169,11001121,12110011,121024663256641,146652366420121
1170,11001122,22110011,121024685258884,488852586420121
1171,11001201,10210011,121026423442401,104244324620121
1172,11001202,20210011,121026445444804,408444544620121
1173,11001211,11210011,121026643466521,125664346620121
1174,11001212,21210011,121026665468944,449864566620121
1175,11001301,10310011,121028623692601,106296326820121
1176,11002001,10020011,121044026004001,100400620440121
1177,11002002,20020011,121044048008004,400800840440121
1178,11002011,11020011,121044246044121,121440642440121
1179,11002012,21020011,121044268048144,441840862440121
1180,11002021,12020011,121044466084441,144480664440121
1181,11002022,22020011,121044488088484,484880884440121
1182,11002101,10120011,121046226414201,102414622640121
1183,11002102,20120011,121046248418404,404814842640121
1184,11002111,11120011,121046446456321,123654644640121
1185,11002121,12120011,121046666498641,146894666640121
1186,11002201,10220011,121048426844401,104448624840121
1187,11002202,20220011,121048448848804,408848844840121
1188,11002211,11220011,121048646888521,125888646840121
1189,11010001,10001011,121220122020001,100020221022121
1190,11010002,20001011,121220144040004,400040441022121
1191,11010003,30001011,121220166060009,900060661022121
1192,11010011,11001011,121220342220121,121022243022121
1193,11010012,21001011,121220364240144,441042463022121
1194,11010013,31001011,121220386260169,961062683022121
1195,11010021,12001011,121220562420441,144024265022121
1196,11010022,22001011,121220584440484,484044485022121
1197,11010031,13001011,121220782620961,169026287022121
1198,11010101,10101011,121222324030201,102030423222121
1199,11010102,20101011,121222346050404,404050643222121
1200,11010103,30101011,121222368070609,906070863222121
1201,11010111,11101011,121222544232321,123232445222121
1202,11010112,21101011,121222566252544,445252665222121
1203,11010113,31101011,121222588272769,967272885222121
1204,11010121,12101011,121222764434641,146434467222121
1205,11010122,22101011,121222786454884,488454687222121
1206,11010201,10201011,121224526060401,104060625422121
1207,11010202,20201011,121224548080804,408080845422121
1208,11010211,11201011,121224746264521,125462647422121
1209,11010212,21201011,121224768284944,449482867422121
1210,11010221,12201011,121224966468841,148864669422121
1211,11011001,10011011,121242143022001,100220341242121
1212,11011002,20011011,121242165044004,400440561242121
1213,11011003,30011011,121242187066009,900660781242121
1214,11011011,11011011,121242363242121,121242363242121
1215,11011012,21011011,121242385264144,441462583242121
1216,11011021,12011011,121242583462441,144264385242121
1217,11011101,10111011,121244345232201,102232543442121
1218,11011102,20111011,121244367254404,404452763442121
1219,11011103,30111011,121244389276609,906672983442121
1220,11011111,11111011,121244565454321,123454565442121
1221,11011112,21111011,121244587476544,445674785442121
1222,11011121,12111011,121244785676641,146676587442121
1223,11011201,10211011,121246547462401,104264745642121
1224,11011202,20211011,121246569484804,408484965642121
1225,11011211,11211011,121246767686521,125686767642121
1226,11012001,10021011,121264166024001,100420661462121
1227,11012002,20021011,121264188048004,400840881462121
1228,11012011,11021011,121264386264121,121462683462121
1229,11012101,10121011,121266368434201,102434863662121
1230,11012111,11121011,121266588676321,123676885662121
1231,11020001,10002011,121440422040001,100040224044121
1232,11020002,20002011,121440444080004,400080444044121
1233,11020011,11002011,121440642440121,121044246044121
1234,11020012,21002011,121440664480144,441084466044121
1235,11020021,12002011,121440862840441,144048268044121
1236,11020022,22002011,121440884880484,484088488044121
1237,11020101,10102011,121442626050201,102050626244121
1238,11020102,20102011,121442648090404,404090846244121
1239,11020111,11102011,121442846452321,123254648244121
1240,11020112,21102011,121442868492544,445294868244121
1241,11021001,10012011,121462463042001,100240364264121
1242,11021002,20012011,121462485084004,400480584264121
1243,11021011,11012011,121462683462121,121264386264121
1244,11021101,10112011,121464667252201,102252766464121
1245,11021102,20112011,121464689294404,404492986464121
1246,11021111,11112011,121464887674321,123476788464121
1247,11030001,10003011,121660922060001,100060229066121
1248,11031001,10013011,121682983062001,100260389286121
1249,11100001,10000111,123210022200001,100002220012321
1250,11100002,20000111,123210044400004,400004440012321
1251,11100003,30000111,123210066600009,900006660012321
1252,11100011,11000111,123210244200121,121002442012321
1253,11100012,21000111,123210266400144,441004662012321
1254,11100013,31000111,123210288600169,961006882012321
1255,11100021,12000111,123210466200441,144002664012321
1256,11100022,22000111,123210488400484,484004884012321
1257,11100031,13000111,123210688200961,169002886012321
1258,11100101,10100111,123212242210201,102012242212321
1259,11100102,20100111,123212264410404,404014462212321
1260,11100103,30100111,123212286610609,906016682212321
1261,11100111,11100111,123212464212321,123212464212321
1262,11100112,21100111,123212486412544,445214684212321
1263,11100121,12100111,123212686214641,146412686212321
1264,11100201,10200111,123214462240401,104042264412321
1265,11100202,20200111,123214484440804,408044484412321
1266,11100211,11200111,123214684244521,125442486412321
1267,11100301,10300111,123216682290601,106092286612321
1268,11101001,10010111,123232223202001,100202322232321
1269,11101002,20010111,123232245404004,400404542232321
1270,11101003,30010111,123232267606009,900606762232321
1271,11101011,11010111,123232445222121,121222544232321
1272,11101012,21010111,123232467424144,441424764232321
1273,11101013,31010111,123232489626169,961626984232321
1274,11101021,12010111,123232667242441,144242766232321
1275,11101022,22010111,123232689444484,484444986232321
1276,11101031,13010111,123232889262961,169262988232321
1277,11101101,10110111,123234443412201,102214344432321
1278,11101102,20110111,123234465614404,404416564432321
1279,11101103,30110111,123234487816609,906618784432321
1280,11101111,11110111,123234665434321,123434566432321
1281,11101112,21110111,123234687636544,445636786432321
1282,11101121,12110111,123234887456641,146654788432321
1283,11101201,10210111,123236663642401,104246366632321
1284,11101202,20210111,123236685844804,408448586632321
1285,11101211,11210111,123236885666521,125666588632321
1286,11101301,10310111,123238883892601,106298388832321
1287,11102001,10020111,123254426204001,100402624452321
1288,11102002,20020111,123254448408004,400804844452321
1289,11102011,11020111,123254648244121,121442846452321
1290,11102101,10120111,123256646614201,102416646652321
1291,11102102,20120111,123256668818404,404818866652321
1292,11102111,11120111,123256868656321,123656868652321
1293,11110001,10001111,123432122220001,100022221234321
1294,11110002,20001111,123432144440004,400044441234321
1295,11110003,30001111,123432166660009,900066661234321
1296,11110011,11001111,123432344420121,121024443234321
1297,11110012,21001111,123432366640144,441046663234321
1298,11110013,31001111,123432388860169,961068883234321
1299,11110021,12001111,123432566620441,144026665234321
1300,11110022,22001111,123432588840484,484048885234321
1301,11110031,13001111,123432788820961,169028887234321
1302,11110101,10101111,123434344230201,102032443434321
1303,11110102,20101111,123434366450404,404054663434321
1304,11110103,30101111,123434388670609,906076883434321
1305,11110111,11101111,123434566432321,123234665434321
1306,11110112,21101111,123434588652544,445256885434321
1307,11110121,12101111,123434788634641,146436887434321
1308,11110201,10201111,123436566260401,104062665634321
1309,11110202,20201111,123436588480804,408084885634321
1310,11110211,11201111,123436788464521,125464887634321
1311,11111001,10011111,123454343222001,100222343454321
1312,11111002,20011111,123454365444004,400444563454321
1313,11111003,30011111,123454387666009,900666783454321
1314,11111011,11011111,123454565442121,121244565454321
1315,11111012,21011111,123454587664144,441466785454321
1316,11111021,12011111,123454787662441,144266787454321
1317,11111101,10111111,123456565432201,102234565654321
1318,11111102,20111111,123456587654404,404456785654321
1319,11111111,11111111,123456787654321,123456787654321
1320,11111201,10211111,123458787662401,104266787854321
1321,11112001,10021111,123476566224001,100422665674321
1322,11112002,20021111,123476588448004,400844885674321
1323,11112011,11021111,123476788464121,121464887674321
1324,11112101,10121111,123478788634201,102436887874321
1325,11120001,10002111,123654422240001,100042224456321
1326,11120002,20002111,123654444480004,400084444456321
1327,11120011,11002111,123654644640121,121046446456321
1328,11120012,21002111,123654666880144,441088666456321
1329,11120101,10102111,123656646250201,102052646656321
1330,11120102,20102111,123656668490404,404094866656321
1331,11120111,11102111,123656868652321,123256868656321
