,Num,Num_Back,Num_SQ,NUM_BACK_SQ
707,2020002,2000202,4080408080004,4000808040804
708,2020011,1100202,4080444440121,1210444440804
709,2020012,2100202,4080448480144,4410848440804
710,2020021,1200202,4080484840441,1440484840804
711,2020022,2200202,4080488880484,4840888840804
712,2020101,1010202,4080808050201,1020508080804
713,2020111,1110202,4080848452321,1232548480804
714,2020121,1210202,4080888854641,1464588880804
715,2021001,1001202,4084445042001,1002405444804
716,2021002,2001202,4084449084004,4004809444804
717,2021011,1101202,4084485462121,1212645844804
718,2021101,1011202,4084849252201,1022529484804
719,2021111,1111202,4084889674321,1234769884804
720,2022001,1002202,4088488044001,1004408848804
721,2100001,1000012,4410004200001,1000024000144
722,2100002,2000012,4410008400004,4000048000144
723,2100011,1100012,4410046200121,1210026400144
724,2100021,1200012,4410088200441,1440028800144
725,2100101,1010012,4410424210201,1020124240144
726,2100102,2010012,4410428410404,4040148240144
727,2100111,1110012,4410466212321,1232126640144
728,2100201,1020012,4410844240401,1040424480144
729,2100202,2020012,4410848440804,4080448480144
730,2100211,1120012,4410886244521,1254426880144
731,2101001,1001012,4414205202001,1002025024144
732,2101002,2001012,4414209404004,4004049024144
733,2101011,1101012,4414247222121,1212227424144
734,2101021,1201012,4414289242441,1442429824144
735,2101101,1011012,4414625412201,1022145264144
736,2101102,2011012,4414629614404,4044169264144
737,2101111,1111012,4414667434321,1234347664144
738,2102001,1002012,4418408204001,1004028048144
739,2102101,1012012,4418828614201,1024168288144
740,2110001,1000112,4452104220001,1000224012544
741,2110002,2000112,4452108440004,4000448012544
742,2110011,1100112,4452146420121,1210246412544
743,2110021,1200112,4452188620441,1440268812544
744,2110101,1010112,4452526230201,1020326252544
745,2110111,1110112,4452568432321,1232348652544
746,2110201,1020112,4452948260401,1040628492544
747,2111001,1001112,4456325222001,1002225236544
748,2111002,2001112,4456329444004,4004449236544
749,2111011,1101112,4456367442121,1212447636544
750,2111101,1011112,4456747432201,1022347476544
751,2111111,1111112,4456789654321,1234569876544
752,2120001,1000212,4494404240001,1000424044944
753,2120002,2000212,4494408480004,4000848044944
754,2120011,1100212,4494446640121,1210466444944
755,2120101,1010212,4494828250201,1020528284944
756,2121001,1001212,4498645242001,1002425468944
757,2121002,2001212,4498649484004,4004849468944
758,2121011,1101212,4498687662121,1212667868944
